MasterYear,Form Number,District,OperatorNumber,DateofLoss,Type_Company_Cd,County,LeaseNumber,Gasident,CommNbr,TypeLiquid,GrossLoss,Recovered,Net Loss,Facility,CauseofLoss,Remedy,Water,WaterName,Location,Remarks,LeaseName,FieldNumber,FieldNumber,Into_Water,Unique_ID
2014,1033,3,QUAIL CREEK OIL CORPORATION,11/3/2014,Producer,LIBERTY,2271,0,0,Crude,5,4,1,Flow Line,Corrosion - Rust,Other,0,None,,I AND GN RR COMPANY / 435,"VACUUM TRUCK PICKED UP OIL & WATER, REMOVED OILY GRASS, TILLED","SCARBROUGH, E. M.",HULL,FALSE,63308
2014,1230,1,ROSETTA RESOURCES OPERATING LP,11/3/2014,Producer,DIMMIT,0,263850,0,Gas Well Liquid,8,8,0,Tank Battery,Human Error - Other,Other,0,None,,"SUR 28, D HART, A-1167",VACUUM TRUCKS RECOVERED ALL NATURAL GAS CONDENSATES,BRISCOE RANCH EF,BRISCOE RANCH (EAGLEFORD),FALSE,63505
2014,1039,7C,"LAREDO PETROLEUM, INC.",11/3/2014,Producer,REAGAN,17379,0,0,Crude,12,8,4,Tank Battery,Company Human Error,Other,0,None,,13 TANK BATTERY,AREA WILL BE REMEDIATED,JUSTIN LEE MCMASTER-C-,SPRABERRY (TREND AREA),FALSE,63314
2014,1059,8,"PLAINS MARKETING, L.P.",11/3/2014,Transporter,GLASSCOCK,0,0,0,Crude,80,32,48,Tank Battery,Human Error - Other,Other,0,None,,"31.49111, -101.656601",BROUGHT TO SURFACE FOR ON SITE BIO REMEDIATION,"BELL, A. M.",NO FIELD NAME,FALSE,63334
2014,973,3,"HAWKWOOD ENERGY OPERATING, LLC",11/3/2014,Producer,NAVARRO,25875,0,0,Crude,70,70,0,Tank Battery,Equipment Failure,Other,0,None,,"30.953294, -96.282499","VACUUM TRUCK USED, REMEDIATION",CLYDE WILLIAMS UNIT,"MADISONVILLE, W. (WOODBINE -A-)",FALSE,63248
2014,964,1,"DEVON ENERGY PRODUCTION CO, L.P.",11/3/2014,Producer,GONZALES,16785,0,0,Crude,15,0,15,Tank Battery,Act of God,Other,0,None,,SURVEY AYERS D ABSTRACT 534,"FLUSHED WITH FRESH WATER, SOIL WILL BE REMOVED & TRANSPORTED",ZGABAY A,EAGLEVILLE (EAGLE FORD-1),FALSE,63239
2014,1285,1,TALISMAN ENERGY USA INC.,11/2/2014,Other,MCMULLEN,0,0,0,Products,19,18,1,Tank Battery,Equipment Failure,Other,0,None,,"28.449846, -98.433257","FRESH WATER APPLIED, VACUUM TRUCK, SCRAPED UP IMPACTED SOIL",RETZLOFF UNIT A,NO FIELD NAME,FALSE,63560
2014,1213,4,"WALLIS ENERGY, INC.",11/1/2014,Producer,WEBB,11764,0,0,Crude,769,0,769,Tank Battery,Theft,Other,0,None,,S. PEREZ SEC 460 A-4113,INCIDENT REPORT FILED,"PEREZ, AMADO ""B""",MALO SUENO (5550 SAND),FALSE,63488
2014,1394,9,"HALCOMB, KARL",11/1/2014,Producer,WICHITA,9981,0,0,Crude,167,0,167,Tank Battery,Theft,Other,0,None,,"5-11, ABS 147, H&GN RR CO",MISSING/STOLEN BY PREVIOUS OPERATOR,WHITE A-B,WICHITA COUNTY REGULAR,FALSE,63669
2014,1161,7C,APACHE CORPORATION,11/1/2014,Producer,UPTON,18419,0,0,Crude,230,185,45,Tank Battery,Corrosion - Rust,Other,0,None,,"31.57785, -101.92014",AFFECTED SOILS ARE BEING STOCKPILED & BLENDED,MILLER 36,SPRABERRY (TREND AREA),FALSE,63436
2014,1214,4,"ALEGRE ENERGY, INC.",11/1/2014,Producer,WEBB,11774,0,0,Crude,327,0,327,Tank Battery,Theft,Other,0,None,,S. PEREZ SEC 460 A-4113,INCIDENT REPORT FILED,PEREZ,BUENO SUENO (QUEEN CITY),FALSE,63489
2014,947,8A,OCCIDENTAL PERMIAN LTD.,10/31/2014,Producer,HOCKLEY,3780,0,0,Crude,45,40,5,Tank Battery,Human Error - Other,Other,0,None,,"LEAGUE 27, LABOR 11","VACUUM TRUCK PICKED UP STANDING FLUID, REMEDIATION",LEVELLAND UNIT,LEVELLAND,FALSE,63222
2014,967,8,ENERGEN RESOURCES CORPORATION,10/31/2014,Producer,LOVING,44192,0,0,Crude,135,130,5,Valve,Equipment Failure,Other,0,None,,"31.494549, -103.524995",SHUT IN WELL PICKED UP AS MUCH FLUID AS POSSIBLE,DIMMIT 53-38,TWO GEORGES (BONE SPRING),FALSE,63242
2014,950,8,"DCP MIDSTREAM, LP",10/30/2014,Other,MIDLAND,0,0,0,Crude,15,0,15,Pipe Line,Equipment Failure,Other,0,None,,"31.939029, 102.266645","SHUT IN LINE, CONTAIN SPILL FLOW, REMOVE CONTAMINATED SOIL",EAST HARPER UNIT,NO FIELD NAME,FALSE,63225
2014,985,8,COG OPERATING LLC,10/30/2014,Producer,REEVES,44043,0,0,Combined,200,20,180,Pipe Line,Company Human Error,Other,0,None,,"BLK 1, SEC 37, W/2 & SEC 38",SPILL HAS BEEN PICKED UP & REMEDIATION IN PROGRESS,BIG CHIEF,HOEFS T-K (WOLFCAMP),FALSE,63260
2014,1096,8A,APACHE CORPORATION,10/30/2014,Producer,COCHRAN,60190,0,0,Crude,12,9,3,Flow Line,Corrosion - Rust,Other,0,None,,"33.61288, -102.65780",AFFECTED SOILS ARE BEING STOCKPILED AND BLENDED,WEST LEVELLAND UNIT,LEVELLAND,FALSE,63371
2014,1040,7C,"LAREDO PETROLEUM, INC.",10/30/2014,Producer,REAGAN,16507,0,0,Crude,8,5,3,Tank Battery,Equipment Failure,Other,0,None,,158 SL (HORIZONTAL) BATTERY,"TRUCK RECOVERED FREE OIL, GANG & BACKHOE PERFORMED BLENDING",SUGG-A-,SPRABERRY (TREND AREA),FALSE,63315
2014,956,10,WO OPERATING COMPANY,10/29/2014,Producer,GRAY,566,0,0,Crude,63,0,63,Tank Battery,Theft,Other,0,None,,"SEC 148, BLK 3, I&GN RRC CO SURVEY",LOCKS ON VALVES,"SACKETT, RUBY",PANHANDLE GRAY COUNTY FIELD,FALSE,63231
2014,1420,8,"PLAINS MARKETING, L.P.",10/29/2014,Transporter,GLASSCOCK,0,0,0,Crude,5,0,5,Tank Battery,Corrosion - Rust,Other,0,None,,"32.0764, -101.4951",ON SITE BIO REMEDIATION,DENVER UNIT,NO FIELD NAME,FALSE,63693
2014,1041,7C,"LAREDO PETROLEUM, INC.",10/29/2014,Producer,REAGAN,17210,0,0,Crude,15,8,7,Tank Battery,Company Human Error,Other,0,None,,TANK BATTERY,"RECOVERED ALL FREE FLUID, BACKHOE & GANG PERFORMED BLENDING",TAYLOR-A-,SPRABERRY (TREND AREA),FALSE,63316
2014,1204,8,ENERGEN RESOURCES CORPORATION,10/29/2014,Producer,WARD,45629,0,0,Crude,21,20,1,Tank Battery,Equipment Failure,Installed New Equipment,0,None,,"31.525501, -103.199862","REPLACED COUPLING, PICKED UP STANDING FLUIDS WITH VAC TRUCK",UNIVERSITY 42-18,TWO GEORGES (BONE SPRING),FALSE,63479
2014,1042,7C,OXY USA INC.,10/28/2014,Producer,REAGAN,13907,0,0,Crude,144,0,144,Tank Battery,Corrosion - Rust,Other,0,None,,"SEC 2, BLK A","VAC TRUCK WILL RECOVER STANDING LIQUID, BIO ENHANCED REMEDIATION","LANE, O. N.",SPRABERRY (TREND AREA),FALSE,63317
2014,974,10,"MCCLELLAND CREEK PROPERTIES,INC.",10/28/2014,Producer,GRAY,4862,0,0,Crude,155,0,155,Tank Battery,Theft,Other,0,None,,2 MILES WEST OF HIGHWAY,THEFT,LANGHAM,PANHANDLE GRAY COUNTY FIELD,FALSE,63249
2014,1160,7C,APACHE CORPORATION,10/27/2014,Producer,UPTON,7074,0,0,Crude,20,8,12,Tank Battery,Equipment Failure,Other,0,None,,"31.39057, -101.78393",SOIL BEING BLENDED & TREATED WITH MICROBIAL ENHANCEMENT,"HALFF ""2""",SPRABERRY (TREND AREA),FALSE,63435
2014,1022,3,CIMAREX ENERGY CO.,10/27/2014,Producer,HARDIN,25144,0,0,Combined,60,60,0,Other,Corrosion - Rust,Other,0,None,,WC RR CO A-509,"VACUUM TRUCK REMOVE SPILL, 1 PALLET OF LIME SPREAD & TILL",CLUBB WEST,SOUR LAKE EASTER (YEGUA),FALSE,63297
2014,945,8,"LAREDO PETROLEUM, INC.",10/27/2014,Producer,STERLING,43564,0,0,Crude,15,10,5,Pipe Line,Equipment Failure,Other,0,None,,WELL #13,WILL BE MONITORED & ADDITIONAL REMEDIATION WILL TAKE PLACE,MERCER-B-,SPRABERRY (TREND AREA),FALSE,63220
2014,854,3,"EOG RESOURCES, INC.",10/27/2014,Producer,MATAGORDA,0,206591,0,Gas Well Liquid,150,80,70,Tank Battery,Equipment Failure,Other,0,None,,"28.946148, -95.776159",REMEDIATION,PONDEROSA RANCH,SHEPHERDS MOTT (RUGELEY DEEP),FALSE,63129
2014,1027,8,ANADARKO E&P ONSHORE LLC,10/26/2014,Producer,LOVING,0,209644,0,Combined,7,0,7,Tank Battery,Human Error - Other,Other,0,None,,"31.78389, -103.38833","ABSORBED FLUID, SOIL WILL BE EXCAVATED & DISPOSED OF",HALEY 30,HALEY (LWR. WOLFCAMP-PENN CONS.),FALSE,63302
2014,1132,1,"EOG RESOURCES, INC.",10/26/2014,Producer,LA SALLE,18085,0,0,Crude,10,9,1,Tank Battery,Human Error - Other,Other,0,None,,DP 784188,"FLUID PICKED UP, EXCAVATED AND TRANSPORTED",NAYLOR JONES UNIT 16,EAGLEVILLE (EAGLE FORD-1),FALSE,63407
2014,948,8,"PIONEER NATURAL RES. USA, INC.",10/26/2014,Producer,GLASSCOCK,39973,0,0,Crude,10,5,5,Tank Battery,Equipment Failure,Other,0,None,,"31.873784, -101.722800","LIQUIDS REMOVED USING VACUUM TRUCK, BIOLOGICAL REMEDIATION","WEYMAN ""26""",SPRABERRY (TREND AREA),FALSE,63223
2014,931,8,ATLAS PIPELINE MID-CONTINENT LLC,10/26/2014,Other,MIDLAND,0,0,0,Crude,20,0,20,Pipe Line,Company Human Error,Other,0,None,,"SOUTHEAST MIDLAND T&P RR CO BLOCK 29, T2S, SECTION 12",REMEDIATION IN PROCESS,TARZAN SWD,NO FIELD NAME,FALSE,63206
2014,1045,7C,COG OPERATING LLC,10/24/2014,Producer,UPTON,17161,0,0,Crude,8,0,8,Tank Battery,Human Error - Other,Other,0,None,,"SEC 8, BLK 40, T-5-S, T&P RR CO",IN THE PROCESS OF CLEANING UP THE LOCATION,"AMERICAN REPUBLICS ""A""",PEGASUS (CONSOLIDATED),FALSE,63320
2014,951,8,ENERGEN RESOURCES CORPORATION,10/24/2014,Producer,WARD,40758,0,0,Crude,90,90,0,Tank Battery,Equipment Failure,Other,0,None,,"31.617514, -103.409522","FIXED HEATER, PICKED UP AS MUCH FREE STANDING FLUID",PRUETT 20,TWO GEORGES (BONE SPRING),FALSE,63226
2014,907,8,ENERGEN RESOURCES CORPORATION,10/24/2014,Producer,LOVING,43147,0,0,Crude,50,45,5,Valve,Equipment Failure,Other,0,None,,"31.673177, -103.539407",ALL FREE STANDING FLUIDS PICKED UP BY VACUUM TRUCK,BLACK MAMBA 1-57,TWO GEORGES (BONE SPRING),FALSE,63182
2014,906,8,ENERGEN RESOURCES CORPORATION,10/24/2014,Producer,GLASSCOCK,42691,0,0,Crude,5,0,5,Valve,Equipment Failure,Other,0,None,,"31.688771, -101.379189",FLUIDS SOAKED INTO GROUND AND COULD NOT BE RECOVERED,GLASS A,SPRABERRY (TREND AREA),FALSE,63181
2014,1192,4,REGENCY FIELD SERVICES LLC,10/23/2014,Transporter,WEBB,0,0,0,Combined,30,0,30,Pipe Line,Corrosion - Rust,Repaired Existing Equipment,0,None,,L2 NORTH 10-INCH PIPLINE ENCINAL,"REPAIRS UNDERWAY, EXCAVATION & STAGGING OF AFFECTED SOIL",KRISTEN,NO FIELD NAME,FALSE,63467
2014,911,3,"ENERVEST OPERATING, L.L.C.",10/22/2014,Producer,BRAZOS,23812,0,0,Combined,27,27,0,Tank Battery,Equipment Failure,Other,0,None,,"T J WOOTEN, A 005900,","VACUUMED UP, SPRED GYPSUM/FERTILIZERS INTO PASTURE & MIX INTO SOIL",BERGER-PORTERFIELD,GIDDINGS (BUDA),FALSE,63186
2014,932,8A,SUNOCO PTNRS. MKTG.&TERMINALS LP,10/22/2014,Transporter,SCURRY,0,0,0,Crude,80,45,35,Pump Station or Terminal,Human Error - Other,Other,0,None,,"32.5302, -100.82168","RECOVERED USING VACUUM TRUCK, SOIL EXCAVATED, REMEDIATED",TARZAN SWD,NO FIELD NAME,FALSE,63207
2014,1346,8,ENDEAVOR ENERGY RESOURCES L.P.,10/22/2014,Producer,MIDLAND,36437,0,0,Combined,15,3,12,Tank Battery,Equipment Failure,Other,0,None,,"31.808889, -102.083611",REMEDIATION IN PROGRESS,"TXL ""17""",SPRABERRY (TREND AREA),FALSE,63621
2014,1095,8,APACHE CORPORATION,10/21/2014,Producer,WINKLER,1355,0,0,Crude,10,0,10,Flow Line,Equipment Failure,Other,0,None,,"31.77200, -103.06474",AFFECTED SOILS ARE BEING STOCKPILED AND BLENDED,BROWN-ALTMAN,EMPEROR (HOLT),FALSE,63370
2014,963,6,XTO ENERGY INC.,10/21/2014,Producer,CHEROKEE,0,229442,0,Crude,15,0,15,Tank Battery,Act of God,Other,0,None,,J. DURST A-15,PRODUCTION LOSS DUE TO FIRE & NOT DUE TO LEAK OR SPILL,HICKS,ALTO (TRAVIS PEAK),FALSE,63238
2014,905,8,SAGA PETROLEUM LLC OF COLORADO,10/21/2014,Producer,ANDREWS,41942,0,0,Crude,10,0,10,Tank Battery,Human Error - Other,Other,0,None,,"SEC 26, BLK 11, UNIVERSITY LANDS SURVEY",REMEDIAL MEASURES TAKEN,STATE OF TEXAS BK,MARTIN (CONSOLIDATED),FALSE,63180
2014,904,8A,HESS CORPORATION,10/21/2014,Producer,GAINES,60475,0,0,Crude,33,20,13,Tank Battery,Equipment Failure,Other,0,None,,"SEC 231, BLK G WTRR SURVEY",SOILS IMPACTED FROM SPILL WILL BE EXCAVATED & MIXED,SEMINOLE SAN ANDRES UNIT,SEMINOLE (SAN ANDRES),FALSE,63179
2014,1055,6,MEMORIAL PRODUCTION OPER. LLC,10/20/2014,Producer,HARRISON,0,267954,0,Combined,55,55,0,Tank Battery,Equipment Failure,Other,0,None,,"32 30 52.33, -94 08 33.21","REMOVAL ALL FLUIDS, EXCAVATION OF ALL IMPACTED SOILS",HUFFMAN-SMITH,WASKOM (COTTON VALLEY),FALSE,63330
2014,1007,8,XTO ENERGY INC.,10/19/2014,Producer,GLASSCOCK,29129,0,0,Crude,20,19,1,Tank Battery,Equipment Failure,Other,0,None,,"SEC 37, BLK 35, T&P RR CO SURVEY","VAC TRUCK USED TO PICK UP FLUIDS, BACKHOE USED, CLEAN OUTSIDE",GLASSCOCK -N- FEE,"BLALOCK LAKE, SE (WOLFCAMP)",FALSE,63282
2014,937,5,ANADARKO E&P ONSHORE LLC,10/19/2014,Producer,FREESTONE,0,187992,0,Combined,68,67,1,Tank Battery,Corrosion - Rust,Other,0,None,,"31.66751, -96.15929","VACUUMED FLUIDS, FLUSHED WITH FRESH WATER, TILLED","HILL ""A""",TEAGUE (CV-BOSSIER CONS.),FALSE,63212
2014,952,3,SUNOCO PIPELINE L.P.,10/18/2014,Transporter,LIBERTY,0,0,0,Crude,15,12,3,Pipe Line,Equipment Failure,Other,0,None,,"30.181552, -94.429184",REMEMDIATED ON SITE,PRUETT 20,NO FIELD NAME,FALSE,63227
2014,1391,8A,OCCIDENTAL PERMIAN LTD.,10/18/2014,Producer,GAINES,18910,0,0,Crude,100,0,100,Tank Battery,Corrosion - Rust,Other,0,None,,DENVER UNIT HEADER 68C,REMEDIATE THE AFFECTED AREA,DENVER UNIT,WASSON,FALSE,63666
2014,1043,7C,HENRY RESOURCES LLC,10/18/2014,Producer,UPTON,17295,0,0,Crude,265,165,100,Tank Battery,Corrosion - Rust,Repaired Existing Equipment,0,None,,"SEC 25, BLK 41, T5S, T&P RR CO",REMEDIATION BEGAN,MELINDA,SPRABERRY (TREND AREA),FALSE,63318
2014,1159,7C,"AMERICAN ENERGY-PERM BASIN, LLC",10/18/2014,Producer,REAGAN,18286,0,0,Crude,28,25,3,Tank Battery,Equipment Failure,Other,0,None,,HAM 1810,REMEDIATION,HALFF 54,WILDCAT,FALSE,63434
2014,910,1,"EOG RESOURCES, INC.",10/17/2014,Producer,LA SALLE,17599,0,0,Crude,40,40,0,Tank Battery,Equipment Failure,Repaired Existing Equipment,0,None,,"28.52370, 98.88122",FLUIDS RECOVERED BY VACUUM TRUCK,OSAGE UNIT,EAGLEVILLE (EAGLE FORD-1),FALSE,63185
2014,934,10,"CHESAPEAKE OPERATING, INC.",10/16/2014,Producer,WHEELER,0,275143,0,Combined,60,25,35,Tank Battery,Equipment Failure,Other,0,None,,"SEC 65, BLK A7, H&GN RR CO A-333,",REMEDIATE,DAVIS 65 SL,STILES RANCH (GRANITE WASH CONS),FALSE,63209
2014,970,10,"ENERVEST OPERATING, L.L.C.",10/16/2014,Producer,WHEELER,0,262210,0,Crude,60,50,10,Tank Battery,Equipment Failure,Other,0,None,,"SEC 11, BLK L M LINDSEY","REMEDIATION WENT WELL,",BARRETT 11,FRYE RANCH (CONSOLIDATED),FALSE,63245
2014,890,7C,"PIONEER NATURAL RES. USA, INC.",10/16/2014,Producer,REAGAN,0,0,5668,Crude,5,5,0,Tank Battery,Equipment Failure,Other,0,None,,"31.20644, -101.33254",BLENDED WITH FRESH SOIL & A BIOLOGICAL REMEDIATION AID,UNIVERSITY 30-9,NO FIELD NAME,FALSE,63165
2014,936,10,REGENCY FIELD SERVICES LLC,10/16/2014,Other,MOORE,0,0,0,Gas Well Liquid,7,0,7,Pipe Line,Corrosion - Rust,Repaired Existing Equipment,0,None,,"SEC 174, BLK 3T, SURVEY TM&O RRCO",SOIL WILL EITHER BE REMEDIATED OR DISPOSED OF IN THE APP MANNER,SHARPSHOOTER,NO FIELD NAME,FALSE,63211
2014,909,1,"WILLIAMS, CLAYTON ENERGY, INC.",10/15/2014,Producer,LA SALLE,12806,0,0,Crude,40,30,10,Valve,Equipment Failure,Other,0,None,,SURVEY A.G. MOORE NO 8 ABS 511,WILL BIOREMEDIATE,"BURNS ""E""",PEARSALL (AUSTIN CHALK),FALSE,63184
2014,1092,8,APACHE CORPORATION,10/15/2014,Producer,GLASSCOCK,41008,0,0,Crude,35,8,27,Tank Battery,Equipment Failure,Other,0,None,,"31.96481, -101.45370","FLUID RECOVERED, BLENDED & TREATED WITH A MICROBIAL ENHANCEMENT",RED SNAPPER-NEAL,SPRABERRY (TREND AREA),FALSE,63367
2014,857,8,ANADARKO E&P ONSHORE LLC,10/14/2014,Producer,LOVING,42446,0,0,Crude,15,12,3,Tank Battery,Human Error - Other,Other,0,None,,"31.7670898, -103.5498603","RECOVERED STANDING FLUIDS, MIXED AND BLENDED TO BE REMEDIATED",GALAPAGOS 53-2-45,PHANTOM (WOLFCAMP),FALSE,63132
2014,876,8,"NGL CRUDE LOGISTICS, LLC",10/14/2014,Transporter,HOWARD,40989,0,0,Crude,9,0,9,Tank Battery,Equipment Failure,Other,0,None,,"32.34859, 101.57210",REMEDIAL ACTIVITIES,LOUDAMY 45,SPRABERRY (TREND AREA),FALSE,63151
2014,995,8,"LINN OPERATING, INC.",10/14/2014,Transporter,HOWARD,40989,0,0,Crude,9,0,9,Tank Battery,Equipment Failure,Other,0,None,,"32.34859, 101.57210",REMEDIAL ACTIVITIES IN PROCESS,LOUDAMY 45,SPRABERRY (TREND AREA),FALSE,63270
2014,1024,1,SCHROEDER OIL PROPERTIES,10/14/2014,Producer,WILSON,9182,0,0,Crude,72,59,13,Tank Battery,Company Human Error,Other,0,None,,GUN BARREL,"VACUUM TRUCK PICK UP LIQUIDS, BLENDED SOIL","JASKINIA, FRED",MARCELINA CREEK (BUDA),FALSE,63299
2014,943,7B,"BLUFF CREEK PETROLEUM, LLC",10/13/2014,Producer,THROCKMORTON,29233,0,0,Crude,75,0,75,Tank Battery,Equipment Failure,Other,0,None,,"SEC 17, A B & M SUR BLK 2",ON SITE REMEDIATION WHERE NEEDED,"HENDRICK ""15""",THROCKMORTON COUNTY REGULAR,FALSE,63218
2014,1247,8,"BRIDGER TRANSPORTATION, LLC",10/13/2014,Transporter,MIDLAND,0,0,0,Crude,15,0,15,Tank Battery,Equipment Failure,Other,0,None,,"31 42 51, 101 56 16",SITE CLEAN UP,"STUART, J. N.",NO FIELD NAME,FALSE,63522
2014,944,7B,"BLUFF CREEK PETROLEUM, LLC",10/13/2014,Producer,THROCKMORTON,29065,0,0,Crude,125,0,125,Tank Battery,Act of God,Other,0,None,,"SEC 17, A B & M SUR BLK 2",ON SITE REMEDIATION WHERE NEEDED,"HENDRICK RANCH ""17"" ""F""",THROCKMORTON COUNTY REGULAR,FALSE,63219
2014,981,7B,"BLUFF CREEK PETROLEUM, LLC",10/13/2014,Producer,THROCKMORTON,28986,0,0,Crude,60,0,60,Tank Battery,Act of God,Other,0,None,,"SEC 17, A B & M SURVEY BLK 2",REMEDIATION,"HENDRICK RANCH ""17""",THROCKMORTON COUNTY REGULAR,FALSE,63256
2014,942,7B,"BLUFF CREEK PETROLEUM, LLC",10/13/2014,Producer,THROCKMORTON,30138,0,0,Crude,85,0,85,Tank Battery,Act of God,Other,0,None,,"SEC 17, A B & M SUR BLK 2",ON SITE REMEDIATION WHERE NEEDED,"HENDRICK ""15-B""",THROCKMORTON COUNTY REGULAR,FALSE,63217
2014,839,6,MEMORIAL PRODUCTION OPER. LLC,10/13/2014,Producer,GREGG,0,0,5545,Crude,312,0,312,Tank Battery,Act of God,Other,0,None,,DAVID FERGUSON SURVEY A-71,"LONGVIEW FIRE DEPT EXTINGUISHED FIRE, ABSORBANT PADS APPLIED",MCCAIN,NO FIELD NAME,FALSE,63114
2014,1212,9,"RUBIS OIL, INC.",10/13/2014,Producer,WISE,18088,0,0,Crude,86,0,86,Tank Battery,Act of God,Other,0,None,,J. LUCE SURVEY A-499,"CLEANED UP LIQUID, REMOVED DAMAGED EQUIPMENT",COWLEY UNIT,PARK SPRINGS (CONGL.),FALSE,63487
2014,926,8A,MEMORIAL PRODUCTION OPER. LLC,10/12/2014,Producer,GAINES,67897,0,0,Crude,10,8,2,Tank Battery,Equipment Failure,Repaired Existing Equipment,0,None,,"SURVEY LYNN CSL, ABS A-969",INSTALLING CALL OUT SYSTEM,BIRGE-FORBES UNIT,NEW ERA (GLORIETA),FALSE,63201
2014,946,8,"DISCOVERY OPERATING, INC.",10/12/2014,Producer,REEVES,43366,0,0,Crude,23,20,3,Tank Battery,Equipment Failure,Other,0,None,,"SEC 24, BLK 51, T-8 S, T & P RR CO SUR A-2785","VACUUM TRUCK USED, AFFECTED SOIL DUG OUT, THEN DILUTED",GREENWOOD,WOLFBONE (TREND AREA),FALSE,63221
2014,1295,8A,"SILVER CREEK OIL & GAS, LLC",10/12/2014,Producer,COCHRAN,70309,0,0,Crude,100,0,100,Other,Company Human Error,Other,0,None,,SHACKELFORD CSL LGE 65; A-69,"REMOVED & HAULED TO APPROVED FACILITY,",DOC HOLIDAY,LEVELLAND,FALSE,63570
2014,966,8,"DISCOVERY OPERATING, INC.",10/12/2014,Producer,ANDREWS,36516,0,0,Crude,70,60,10,Tank Battery,Corrosion - Rust,Repaired Existing Equipment,0,None,,"SEC 10, BLK 11, UNIVERSITY LANDS SURVEY","FLUID PICKED UP BY VACUUM TRUCK, DILTUED BY MIXING WITH CLEAN SOIL",UNIVERSITY 11A,MARTIN (CONSOLIDATED),FALSE,63241
2014,983,8,ENTERPRISE PRODUCTS OPERATINGLLC,10/11/2014,Transporter,WARD,0,0,0,Gas Well Liquid,25,0,25,Pipe Line,Corrosion - Rust,Other,0,None,,"12, 18, WL DOWNING",REMEDIATION EFFORTS WILL BE ON GOING,"TXL ""7""",NO FIELD NAME,FALSE,63258
2014,1094,8,APACHE CORPORATION,10/11/2014,Producer,WINKLER,13842,0,0,Crude,10,8,2,Tank Battery,Equipment Failure,Other,0,None,,"31.78700, -103.12472",FREE FLUID WAS RECOVERED AND AFFECTED SOILS WERE BLENDED,HENDRICK-WEEKS,HENDRICK,FALSE,63369
2014,1323,8,"SHERIDAN PRODUCTION COMPANY, LLC",10/11/2014,Producer,HOWARD,32425,0,0,Crude,30,30,0,Tank Battery,Corrosion - Rust,Other,0,None,,PERMIAN SOUTH / BIG SPRING/ MITTIE WALTERS BATTERY,"VAC TRUCKS, EXCAVATED, MIXED WITH CLEAN SOIL, BIOENHANCED.","WALTERS, MITTIE",BUCKWHEAT (SILURO-DEVONIAN),FALSE,63598
2014,895,7C,"DCP MIDSTREAM, LP",10/10/2014,Other,UPTON,0,0,0,Crude,20,16,4,Pipe Line,Equipment Failure,Other,0,None,,"31.34466, 101-7901559",VACUUM LIQUIDS REPAIR LINE & REMEDIATE SOIL,MCELROY RANCH,NO FIELD NAME,FALSE,63170
2014,927,8,MEMORIAL PRODUCTION OPER. LLC,10/10/2014,Producer,WINKLER,2618,0,0,Crude,15,0,15,Tank Battery,Equipment Failure,Other,0,None,,"SEC 33, BLK 26, SURVEY PSL",VACUUM TRUCK PICKED UP FLUID,HENDRICKS-M,HENDRICK,FALSE,63202
2014,925,8,"RSP PERMIAN, LLC",10/9/2014,Producer,ECTOR,40039,0,0,Combined,285,35,250,Flow Line,Corrosion - Rust,Repaired Existing Equipment,0,None,,"BLK 41, T-1-S T&P RR CO SVY",ALLOWING SITE TO DRY PRIOR TO REMEDIATION,HEADLEE,SPRABERRY (TREND AREA),FALSE,63200
2014,837,10,LE NORMAN OPERATING LLC,10/9/2014,Producer,WHEELER,0,236324,0,Crude,100,0,100,Tank Battery,Act of God,Repaired Existing Equipment,0,None,,"SEC 1, BLK 5, B&B SURVEY",ONSITE REMEDIATION AND REPAIR,BRITT 1,STILES RANCH (GRANITE WASH CONS),FALSE,63112
2014,1111,9,"SLAWSON EXPLORATION COMPANY, INC",10/9/2014,Producer,GRAYSON,32161,0,0,Crude,835,0,835,Tank Battery,Act of God,Other,0,None,,"333231.57, 964148.63",ON SITE NATURAL BIOREMEDIATION,PRIVETTE-FAIN,DORCHESTER (DAVIS SAND),FALSE,63386
2014,851,8,"PARSLEY ENERGY OPERATIONS, LLC",10/8/2014,Producer,MARTIN,44745,0,0,Crude,27,24,3,Tank Battery,Equipment Failure,Other,0,None,,"SEC 14, BLK 36, T1N, T&P RR CO","RECOVERED FREE LIQUIDS WITH VACUUM TRUCK, WILL REMEDIATE",GREEMAN 14A,SPRABERRY (TREND AREA),FALSE,63126
2014,1054,8,ENERGEN RESOURCES CORPORATION,10/8/2014,Producer,GLASSCOCK,45623,0,0,Crude,10,0,10,Tank Battery,Equipment Failure,Other,0,None,,"31.716295, -101.573924",PICKED UP STAINED SOUL DUE TO ALL SOAKING INTO THE GROUNG,DANIEL SN 10-3 01,SPRABERRY (TREND AREA),FALSE,63329
2014,834,8,CENTURION PIPELINE L.P.,10/8/2014,Transporter,MIDLAND,0,0,0,Crude,40,36,4,Flow Line,Equipment Failure,Other,0,None,,"SEC 43, BLK 38, T1S, T&PRRCO",BLENDED WITH CLEAN SOIL,"BLUNDELL, F. L.",NO FIELD NAME,FALSE,63109
2014,1093,8,APACHE CORPORATION,10/8/2014,Producer,GLASSCOCK,41948,0,0,Crude,9,0,9,Flow Line,Equipment Failure,Other,0,None,,"31.91660, -101.49552",AFFECTED SOILS WERE BLENDED,SCHWARTZ 36,JAILHOUSE (FUSSELMAN),FALSE,63368
